NUM,YEAR,PPTIN,TMINF,TMEANF,TMAXF
14,1976,56.8,26.98,34.96,42.95
14,1977,54.12,25.01,33.22,41.44
14,1978,60.98,24.74,32.79,40.85
14,1979,45.09,25.16,33.85,42.54
14,1980,66.15,25.86,34.11,42.33
14,1981,57.66,27.23,35.29,43.38
14,1982,59.18,22.52,31.08,39.67
14,1983,49.83,25.88,34.12,42.35
14,1984,58.98,25.36,33.51,41.66
14,1985,57.55,23.17,31.28,39.38
14,1986,67.12,27.11,35.07,43.0
14,1987,50.96,28.06,36.53,44.99
14,1988,49.75,27.2,35.86,44.53
14,1989,70.52,24.27,32.35,40.43
14,1990,77.71,25.11,33.25,41.39
14,1991,61.09,25.65,34.14,42.6
14,1992,53.71,26.47,35.01,43.55
14,1993,55.7,24.29,32.33,40.43
14,1994,56.0,25.67,34.41,43.13
14,1995,78.02,25.01,33.18,41.34
14,1996,74.17,22.47,30.9,39.38
14,1997,63.54,25.78,33.82,41.87
14,1998,56.12,27.21,35.74,44.28
14,1999,61.98,27.1,34.83,42.58
14,2000,47.11,25.34,33.67,42.02
14,2001,46.42,26.61,34.89,43.22
14,2002,65.17,24.98,33.0,41.02
14,2003,52.19,26.74,35.94,45.13
14,2004,57.63,26.98,35.63,44.28
14,2005,58.12,26.03,34.89,43.76
14,2006,63.08,27.38,36.22,45.1
14,2007,50.03,26.83,35.74,44.68
14,2008,54.25,25.34,34.05,42.8
14,2009,50.6,24.91,33.65,42.4
14,2010,61.51,26.83,35.0,43.17
14,2011,71.13,25.32,33.73,42.12
14,2012,82.94,27.49,35.91,44.33
14,2013,59.26,26.83,35.37,43.9
14,2014,64.73,26.23,34.64,43.1
14,2015,48.92,28.54,37.27,45.98
15,1966,77.8,24.62,32.92,41.19
15,1967,80.17,24.83,33.23,41.62
15,1968,80.0,23.98,32.07,40.16
15,1969,63.01,24.12,32.59,41.07
15,1970,84.29,23.58,32.12,40.66
15,1971,76.92,23.27,31.59,39.88
15,1972,77.69,22.31,30.64,38.97
15,1973,68.42,24.01,32.56,41.1
15,1974,95.06,24.58,32.77,40.96
15,1975,95.85,22.48,30.34,38.21
15,1976,62.31,25.69,33.81,41.93
15,1977,58.45,23.68,32.04,40.39
15,1978,64.76,23.77,31.89,40.0
15,1979,47.8,24.14,32.93,41.69
15,1980,69.79,24.93,33.24,41.55
15,1981,60.5,25.95,34.2,42.46
15,1982,63.17,21.72,30.21,38.66
15,1983,53.15,24.64,32.98,41.34
15,1984,62.59,24.01,32.29,40.57
15,1985,60.4,21.82,30.13,38.42
15,1986,70.6,25.61,33.77,41.92
15,1987,52.74,26.61,35.18,43.74
15,1988,53.08,25.95,34.65,43.38
15,1989,75.38,22.82,31.05,39.24
15,1990,84.2,23.47,31.83,40.21
15,1991,64.31,23.98,32.74,41.49
15,1992,56.59,25.08,33.82,42.54
15,1993,58.65,22.8,31.18,39.52
15,1994,60.35,24.39,33.22,42.06
15,1995,82.94,23.43,31.91,40.38
15,1996,78.79,21.04,29.84,38.62
15,1997,67.45,24.09,32.48,40.86
15,1998,60.49,25.72,34.48,43.22
15,1999,67.02,25.51,33.47,41.43
15,2000,50.32,24.18,32.54,40.93
15,2001,49.52,25.24,33.66,42.07
15,2002,69.96,23.75,31.9,40.05
15,2003,56.23,25.82,34.83,43.85
15,2004,61.83,26.07,34.52,42.94
15,2005,61.46,25.17,33.83,42.52
15,2006,67.7,26.37,35.13,43.9
15,2007,53.74,25.83,34.63,43.45
15,2008,57.41,23.93,32.83,41.73
15,2009,54.64,23.66,32.55,41.43
15,2010,64.51,25.57,33.88,42.21
15,2011,74.96,24.05,32.6,41.15
15,2012,88.07,26.25,34.78,43.31
15,2013,62.97,25.57,34.22,42.87
15,2014,68.32,24.99,33.54,42.09
15,2015,52.24,27.49,36.2,44.88
16,1966,96.83,24.42,33.28,42.11
16,1967,96.92,24.46,33.47,42.48
16,1968,89.0,23.92,32.34,40.75
16,1969,70.15,24.26,33.07,41.87
16,1970,104.85,23.63,32.55,41.47
16,1971,91.91,23.08,31.81,40.54
16,1972,94.18,22.36,31.23,40.1
16,1973,79.89,24.06,32.98,41.91
16,1974,117.01,24.71,33.26,41.83
16,1975,114.03,22.47,30.67,38.91
16,1976,79.03,25.82,34.38,42.94
16,1977,74.24,23.71,32.58,41.43
16,1978,69.58,23.92,32.42,40.96
16,1979,56.48,24.11,33.5,42.89
16,1980,78.36,24.98,33.96,42.92
16,1981,60.08,25.98,34.83,43.67
16,1982,77.98,21.72,30.62,39.52
16,1983,59.53,24.69,33.47,42.22
16,1984,73.33,23.89,32.67,41.44
16,1985,63.37,21.33,29.94,38.52
16,1986,75.44,25.02,33.63,42.22
16,1987,55.26,26.09,35.1,44.11
16,1988,60.89,25.45,34.72,43.97
16,1989,84.87,22.28,30.74,39.21
16,1990,98.0,23.03,31.75,40.46
16,1991,65.42,23.5,32.72,41.95
16,1992,63.94,24.72,33.89,43.07
16,1993,63.83,22.4,31.11,39.78
16,1994,71.96,24.21,33.5,42.76
16,1995,91.89,23.12,32.01,40.89
16,1996,87.88,20.64,29.96,39.33
16,1997,74.58,23.75,32.59,41.46
16,1998,70.72,25.67,34.87,44.11
16,1999,79.41,25.57,33.76,41.96
16,2000,58.58,24.37,32.88,41.4
16,2001,57.73,25.27,33.88,42.51
16,2002,79.52,23.32,31.98,40.62
16,2003,66.72,25.57,34.72,43.9
16,2004,70.15,25.92,34.45,42.98
16,2005,65.16,24.75,33.82,42.89
16,2006,82.7,26.18,35.63,45.14
16,2007,66.87,25.7,35.08,44.43
16,2008,69.84,23.97,33.39,42.81
16,2009,67.1,23.68,33.18,42.66
16,2010,69.77,25.65,34.53,43.41
16,2011,84.28,24.17,33.27,42.34
16,2012,96.43,26.49,35.45,44.39
16,2013,70.05,25.58,34.64,43.76
16,2014,80.52,25.0,33.91,42.82
16,2015,60.78,27.38,36.33,45.31
17,1966,111.74,25.53,34.41,43.27
17,1967,107.22,25.57,34.63,43.7
17,1968,115.7,25.03,33.64,42.22
17,1969,84.15,25.15,34.22,43.32
17,1970,131.42,24.68,33.64,42.61
17,1971,124.45,24.29,33.07,41.82
17,1972,125.49,23.82,32.58,41.35
17,1973,99.2,25.36,34.22,43.09
17,1974,139.98,26.03,34.52,43.0
17,1975,130.95,23.64,31.76,39.88
17,1976,96.12,27.03,35.52,44.03
17,1977,96.65,25.35,33.95,42.58
17,1978,80.09,25.05,33.43,41.81
17,1979,75.61,26.17,35.01,43.84
17,1980,97.92,26.38,35.22,44.07
17,1981,74.29,27.63,36.29,44.97
17,1982,95.61,23.22,32.11,40.98
17,1983,74.53,26.17,34.76,43.33
17,1984,91.85,24.93,33.74,42.54
17,1985,79.29,22.52,31.36,40.21
17,1986,87.77,26.3,35.2,44.09
17,1987,69.05,27.14,36.41,45.66
17,1988,75.28,26.58,35.9,45.24
17,1989,103.11,23.42,32.21,41.02
17,1990,118.46,24.32,33.28,42.22
17,1991,85.52,25.07,34.13,43.21
17,1992,74.53,26.34,35.34,44.34
17,1993,73.39,23.8,32.37,40.94
17,1994,85.84,25.82,34.99,44.17
17,1995,109.14,24.86,33.54,42.21
17,1996,106.31,22.54,31.52,40.52
17,1997,94.02,25.47,34.03,42.61
17,1998,80.47,27.45,36.29,45.13
17,1999,92.92,26.85,35.12,43.42
17,2000,71.14,25.73,34.32,42.91
17,2001,72.0,26.64,35.32,44.01
17,2002,96.25,25.06,33.48,41.88
17,2003,79.72,27.33,36.18,45.03
17,2004,85.33,27.32,35.8,44.3
17,2005,82.29,26.34,35.28,44.18
17,2006,93.72,27.72,36.82,45.91
17,2007,73.51,27.4,36.44,45.46
17,2008,85.87,25.44,34.43,43.4
17,2009,78.11,25.35,34.5,43.62
17,2010,80.87,27.17,35.67,44.16
17,2011,101.25,25.78,34.38,42.96
17,2012,116.58,28.0,36.59,45.16
17,2013,83.65,27.36,36.03,44.68
17,2014,96.2,26.83,35.42,44.01
17,2015,69.56,29.26,38.12,46.99
18,1966,100.83,25.0,33.2,41.4
18,1967,106.45,25.17,33.55,41.94
18,1968,105.17,24.09,32.18,40.27
18,1969,79.78,24.62,32.97,41.31
18,1970,118.09,23.92,32.32,40.72
18,1971,108.09,23.58,31.72,39.88
18,1972,105.42,22.63,30.9,39.18
18,1973,92.3,24.26,32.69,41.12
18,1974,126.73,24.84,32.88,40.87
18,1975,121.65,22.57,30.48,38.38
18,1976,82.56,25.87,33.92,42.0
18,1977,76.89,23.89,32.17,40.46
18,1978,76.83,24.08,32.13,40.15
18,1979,66.98,24.85,33.39,41.97
18,1980,87.66,25.46,33.62,41.81
18,1981,71.1,26.28,34.41,42.54
18,1982,80.61,22.18,30.46,38.73
18,1983,67.86,24.91,33.11,41.29
18,1984,78.66,24.18,32.32,40.47
18,1985,69.0,22.15,30.3,38.43
18,1986,84.96,25.72,33.87,42.01
18,1987,62.09,26.77,35.28,43.79
18,1988,67.03,26.17,34.69,43.25
18,1989,90.83,23.08,31.17,39.26
18,1990,106.7,23.67,31.95,40.24
18,1991,81.12,24.16,32.82,41.45
18,1992,66.73,25.43,34.04,42.67
18,1993,68.66,23.07,31.35,39.63
18,1994,76.43,24.81,33.51,42.21
18,1995,101.17,23.75,32.13,40.52
18,1996,100.03,21.49,30.13,38.76
18,1997,83.89,24.35,32.62,40.91
18,1998,77.0,26.03,34.62,43.22
18,1999,86.61,25.63,33.52,41.41
18,2000,63.16,24.58,32.75,40.95
18,2001,61.11,25.51,33.78,42.04
18,2002,87.75,24.04,32.13,40.24
18,2003,73.16,26.16,34.82,43.47
18,2004,77.5,26.55,34.61,42.65
18,2005,74.07,25.57,33.91,42.25
18,2006,85.47,26.8,35.27,43.71
18,2007,72.32,26.18,34.7,43.28
18,2008,74.17,24.22,32.96,41.71
18,2009,68.79,24.05,32.87,41.68
18,2010,77.41,25.78,34.04,42.29
18,2011,94.22,24.35,32.8,41.24
18,2012,108.81,26.55,34.94,43.32
18,2013,76.76,25.97,34.47,42.96
18,2014,84.17,25.45,33.88,42.28
18,2015,65.38,27.94,36.49,45.06
19,1966,115.53,24.94,33.63,42.32
19,1967,111.8,24.91,33.83,42.71
19,1968,117.94,24.28,32.85,41.4
19,1969,86.6,24.58,33.56,42.55
19,1970,136.24,24.18,32.97,41.72
19,1971,128.63,23.77,32.38,40.97
19,1972,130.04,23.23,31.86,40.52
19,1973,101.6,24.67,33.41,42.17
19,1974,144.21,25.3,33.68,42.02
19,1975,136.12,22.9,30.95,39.0
19,1976,97.36,26.43,34.81,43.21
19,1977,99.03,24.68,33.15,41.63
19,1978,83.31,24.57,32.75,40.94
19,1979,78.69,25.66,34.34,43.01
19,1980,101.56,26.04,34.62,43.18
19,1981,76.94,27.01,35.53,44.08
19,1982,99.11,22.64,31.35,40.07
19,1983,76.83,25.51,34.01,42.49
19,1984,94.56,24.23,32.95,41.65
19,1985,81.79,21.94,30.69,39.44
19,1986,91.12,25.71,34.39,43.12
19,1987,71.65,26.62,35.63,44.66
19,1988,77.37,26.15,35.23,44.31
19,1989,105.6,22.84,31.47,40.09
19,1990,120.41,23.68,32.52,41.32
19,1991,88.91,24.37,33.31,42.3
19,1992,77.48,25.76,34.57,43.41
19,1993,75.27,23.1,31.58,40.05
19,1994,89.02,25.19,34.19,43.17
19,1995,112.35,24.16,32.71,41.27
19,1996,109.44,21.84,30.77,39.69
19,1997,97.27,24.77,33.25,41.74
19,1998,82.55,26.79,35.5,44.23
19,1999,96.14,26.21,34.38,42.51
19,2000,73.73,25.18,33.59,42.01
19,2001,74.22,26.06,34.59,43.12
19,2002,99.97,24.41,32.73,41.03
19,2003,82.49,26.68,35.39,44.12
19,2004,86.69,26.65,35.02,43.39
19,2005,84.26,25.68,34.48,43.3
19,2006,96.74,27.04,36.02,45.0
19,2007,75.49,26.75,35.62,44.49
19,2008,87.43,24.81,33.63,42.5
19,2009,79.86,24.73,33.72,42.69
19,2010,83.44,26.52,34.9,43.32
19,2011,104.4,25.02,33.55,42.09
19,2012,119.77,27.23,35.74,44.28
19,2013,86.34,26.6,35.19,43.76
19,2014,98.7,26.09,34.61,43.09
19,2015,71.85,28.58,37.29,46.02
20,1966,69.01,25.73,35.17,44.61
20,1967,73.79,25.92,35.53,45.15
20,1968,74.31,26.1,35.2,44.34
20,1969,54.64,24.84,35.02,45.2
20,1970,88.15,25.49,34.96,44.43
20,1971,84.87,24.87,34.32,43.8
20,1972,90.26,24.98,34.22,43.46
20,1973,60.28,26.4,35.57,44.75
20,1974,92.71,27.15,35.92,44.71
20,1975,87.31,24.8,32.88,40.98
20,1976,58.67,27.92,36.72,45.51
20,1977,65.38,26.57,35.41,44.25
20,1978,55.72,25.98,34.58,43.16
20,1979,53.14,26.61,35.93,45.24
20,1980,68.22,26.86,36.28,45.72
20,1981,52.32,28.69,37.75,46.84
20,1982,67.5,23.95,33.47,42.97
20,1983,53.15,27.53,36.29,45.05
20,1984,64.04,25.97,35.16,44.35
20,1985,54.34,23.32,32.63,41.95
20,1986,58.35,27.43,36.46,45.46
20,1987,48.63,28.08,37.58,47.08
20,1988,52.8,27.77,37.26,46.79
20,1989,72.03,24.08,33.28,42.49
20,1990,78.49,25.0,34.41,43.78
20,1991,61.44,26.21,35.46,44.72
20,1992,52.21,27.46,36.59,45.72
20,1993,52.45,25.14,33.68,42.22
20,1994,58.7,27.03,36.33,45.61
20,1995,75.29,26.17,34.82,43.5
20,1996,74.87,23.52,32.65,41.8
20,1997,64.15,26.71,35.3,43.94
20,1998,57.8,28.69,37.61,46.56
20,1999,61.94,28.17,36.58,45.03
20,2000,48.02,26.82,35.65,44.48
20,2001,48.45,27.81,36.7,45.59
20,2002,67.1,26.32,34.79,43.27
20,2003,55.15,28.73,37.67,46.57
20,2004,58.37,28.45,37.15,45.87
20,2005,56.55,27.58,36.68,45.78
20,2006,65.44,29.12,38.26,47.38
20,2007,51.17,28.59,37.83,47.04
20,2008,64.33,26.54,35.59,44.65
20,2009,55.06,26.58,35.82,45.08
20,2010,55.77,28.47,37.0,45.53
20,2011,70.87,27.07,35.67,44.27
20,2012,77.55,29.37,38.03,46.67
20,2013,57.0,28.68,37.38,46.08
20,2014,69.07,28.05,36.68,45.32
20,2015,46.03,30.48,39.57,48.63
21,1966,72.64,23.76,32.01,40.32
21,1967,73.39,23.83,32.23,40.59
21,1968,72.83,22.98,31.18,39.39
21,1969,56.81,23.4,31.87,40.34
21,1970,73.74,22.91,31.47,40.02
21,1971,69.2,22.46,30.8,39.15
21,1972,70.81,21.33,29.68,38.01
21,1973,59.03,23.16,31.82,40.47
21,1974,82.08,23.68,31.97,40.26
21,1975,88.13,21.67,29.57,37.48
21,1976,56.35,25.19,33.28,41.4
21,1977,53.1,23.14,31.44,39.72
21,1978,60.03,23.03,31.12,39.21
21,1979,43.93,23.58,32.31,41.06
21,1980,64.95,24.42,32.78,41.13
21,1981,56.89,25.32,33.68,42.02
21,1982,60.89,20.95,29.42,37.89
21,1983,49.4,23.86,32.35,40.83
21,1984,59.08,23.29,31.65,40.03
21,1985,56.98,21.2,29.68,38.12
21,1986,65.61,25.0,33.23,41.47
21,1987,50.18,25.85,34.57,43.28
21,1988,49.68,25.15,33.93,42.74
21,1989,71.11,21.96,30.37,38.75
21,1990,77.93,22.78,31.25,39.72
21,1991,58.4,23.15,32.02,40.92
21,1992,52.6,24.33,33.15,41.96
21,1993,54.66,22.05,30.52,39.01
21,1994,55.59,23.64,32.51,41.38
21,1995,76.42,22.72,31.32,39.91
21,1996,72.32,20.25,29.16,38.04
21,1997,63.13,23.38,31.9,40.39
21,1998,55.2,25.02,33.83,42.58
21,1999,61.88,24.8,32.78,40.78
21,2000,48.04,23.56,31.97,40.34
21,2001,46.84,24.6,33.1,41.57
21,2002,63.65,23.04,31.24,39.43
21,2003,51.13,25.25,33.99,42.77
21,2004,58.79,25.48,33.7,41.91
21,2005,58.05,24.7,33.05,41.42
21,2006,60.33,25.83,34.37,42.91
21,2007,47.65,25.17,33.83,42.51
21,2008,52.94,23.22,32.09,40.97
21,2009,51.19,23.02,31.77,40.52
21,2010,61.1,24.83,33.1,41.34
21,2011,68.91,23.33,31.82,40.32
21,2012,80.88,25.56,34.06,42.58
21,2013,60.23,24.81,33.44,42.08
21,2014,65.43,24.28,32.83,41.4
21,2015,48.49,26.74,35.43,44.09
22,1966,92.82,25.64,34.77,43.83
22,1967,89.46,25.69,34.95,44.27
22,1968,82.55,25.39,33.88,42.36
22,1969,65.09,25.58,34.5,43.4
22,1970,98.07,24.74,33.95,43.18
22,1971,84.98,24.42,33.3,42.15
22,1972,89.45,23.81,32.75,41.68
22,1973,76.34,25.55,34.61,43.63
22,1974,112.45,26.12,34.85,43.6
22,1975,110.52,23.64,32.05,40.45
22,1976,76.53,27.13,35.86,44.56
22,1977,74.19,25.18,34.17,43.16
22,1978,67.54,25.14,33.82,42.48
22,1979,58.55,25.59,35.04,44.52
22,1980,79.64,26.07,35.3,44.54
22,1981,60.21,27.47,36.36,45.23
22,1982,77.92,23.07,32.13,41.21
22,1983,57.54,26.04,34.98,43.94
22,1984,74.84,24.93,34.0,43.06
22,1985,66.09,22.39,31.3,40.19
22,1986,77.16,26.28,35.32,44.3
22,1987,56.66,27.25,36.67,46.11
22,1988,63.22,26.49,36.1,45.71
22,1989,88.58,23.5,32.39,41.26
22,1990,98.79,24.34,33.44,42.52
22,1991,68.99,24.95,34.38,43.81
22,1992,65.19,26.19,35.55,44.92
22,1993,61.66,23.83,32.71,41.57
22,1994,71.19,25.63,35.21,44.78
22,1995,93.31,24.69,33.75,42.82
22,1996,85.74,22.18,31.61,41.04
22,1997,74.29,25.34,34.26,43.17
22,1998,67.64,27.28,36.55,45.84
22,1999,77.43,27.02,35.42,43.83
22,2000,58.11,25.71,34.48,43.26
22,2001,57.83,26.62,35.52,44.4
22,2002,81.87,24.9,33.64,42.37
22,2003,63.05,27.17,36.38,45.63
22,2004,69.98,27.37,36.07,44.72
22,2005,65.38,26.29,35.49,44.65
22,2006,78.16,27.77,37.22,46.7
22,2007,62.75,27.32,36.74,46.17
22,2008,66.88,25.49,34.92,44.36
22,2009,65.51,25.21,34.75,44.29
22,2010,68.08,27.23,36.09,44.92
22,2011,81.45,25.73,34.78,43.85
22,2012,92.82,28.04,37.0,45.97
22,2013,67.4,27.17,36.28,45.41
22,2014,78.18,26.59,35.59,44.58
22,2015,60.98,28.93,38.12,47.32
23,1966,88.09,24.13,32.89,41.64
23,1967,88.33,24.21,33.07,41.92
23,1968,82.0,23.59,31.98,40.34
23,1969,64.05,23.95,32.67,41.38
23,1970,94.04,23.22,32.11,41.01
23,1971,82.98,22.75,31.39,40.04
23,1972,85.53,21.91,30.68,39.43
23,1973,72.57,23.76,32.6,41.48
23,1974,105.15,24.32,32.86,41.37
23,1975,104.64,22.0,30.18,38.35
23,1976,71.4,25.52,33.98,42.45
23,1977,67.2,23.58,32.25,40.95
23,1978,65.51,23.51,31.92,40.33
23,1979,54.43,23.89,33.06,42.19
23,1980,73.94,24.61,33.47,42.32
23,1981,58.71,25.76,34.43,43.08
23,1982,72.85,21.34,30.19,39.03
23,1983,55.9,24.42,33.11,41.81
23,1984,69.3,23.69,32.35,40.98
23,1985,60.44,21.24,29.72,38.24
23,1986,72.27,24.82,33.45,42.08
23,1987,53.45,25.89,34.9,43.95
23,1988,58.12,25.12,34.34,43.55
23,1989,81.09,22.01,30.52,39.02
23,1990,91.64,22.81,31.55,40.28
23,1991,64.46,23.41,32.52,41.61
23,1992,60.08,24.54,33.67,42.78
23,1993,59.2,22.33,30.93,39.56
23,1994,66.79,23.97,33.21,42.44
23,1995,86.92,23.04,31.85,40.65
23,1996,82.63,20.62,29.77,38.91
23,1997,69.61,23.69,32.41,41.11
23,1998,65.38,25.49,34.58,43.67
23,1999,72.98,25.35,33.51,41.67
23,2000,54.48,24.03,32.55,41.07
23,2001,53.12,25.01,33.62,42.23
23,2002,75.77,23.23,31.73,40.25
23,2003,60.49,25.42,34.47,43.52
23,2004,65.78,25.67,34.17,42.66
23,2005,61.74,24.65,33.57,42.51
23,2006,74.26,25.98,35.25,44.53
23,2007,59.14,25.55,34.78,43.99
23,2008,63.05,23.79,33.05,42.28
23,2009,60.8,23.51,32.84,42.19
23,2010,65.01,25.48,34.16,42.85
23,2011,78.16,24.03,32.9,41.78
23,2012,88.76,26.31,35.1,43.89
23,2013,64.65,25.45,34.4,43.33
23,2014,74.56,24.87,33.66,42.46
23,2015,56.71,27.28,36.18,45.07
24,1966,141.15,24.4,33.02,41.65
24,1967,133.85,24.34,33.16,41.97
24,1968,127.81,23.58,31.92,40.26
24,1969,99.19,24.27,32.89,41.52
24,1970,152.3,23.51,32.27,41.03
24,1971,136.57,23.14,31.62,40.1
24,1972,141.73,22.42,31.02,39.62
24,1973,117.43,23.91,32.7,41.46
24,1974,169.71,24.51,32.92,41.32
24,1975,164.87,22.13,30.29,38.47
24,1976,117.06,25.73,34.13,42.54
24,1977,114.1,23.81,32.4,40.95
24,1978,97.8,23.94,32.19,40.44
24,1979,92.62,24.93,33.64,42.36
24,1980,118.33,25.36,34.01,42.66
24,1981,89.39,26.28,34.79,43.33
24,1982,115.78,21.96,30.64,39.31
24,1983,85.16,24.62,33.22,41.8
24,1984,111.81,23.55,32.26,40.93
24,1985,96.94,21.38,30.02,38.61
24,1986,113.58,25.06,33.82,42.58
24,1987,84.28,26.1,35.14,44.18
24,1988,93.37,25.59,34.59,43.57
24,1989,128.81,22.28,30.93,39.58
24,1990,145.44,23.02,31.86,40.72
24,1991,103.81,23.58,32.69,41.82
24,1992,94.26,24.99,33.97,42.97
24,1993,86.87,22.57,31.18,39.78
24,1994,106.72,24.39,33.57,42.75
24,1995,134.69,23.27,32.08,40.9
24,1996,124.25,20.98,30.09,39.22
24,1997,111.07,23.95,32.62,41.28
24,1998,95.55,25.89,34.8,43.72
24,1999,115.79,25.41,33.63,41.84
24,2000,86.79,24.41,32.88,41.36
24,2001,86.44,25.32,33.91,42.52
24,2002,121.65,23.58,32.02,40.47
24,2003,93.21,25.82,34.66,43.52
24,2004,102.12,26.01,34.34,42.68
24,2005,96.61,25.02,33.83,42.6
24,2006,111.96,26.26,35.35,44.42
24,2007,88.96,25.98,34.94,43.92
24,2008,94.47,24.03,33.05,42.08
24,2009,96.37,23.9,32.98,42.08
24,2010,96.28,25.7,34.23,42.78
24,2011,118.71,24.17,32.9,41.62
24,2012,136.74,26.42,35.08,43.76
24,2013,99.69,25.7,34.46,43.22
24,2014,108.71,25.18,33.88,42.58
24,2015,88.61,27.67,36.49,45.32
25,1966,131.89,24.18,32.19,40.2
25,1967,125.0,24.07,32.27,40.47
25,1968,135.97,23.02,31.09,39.18
25,1969,98.2,24.05,32.28,40.53
25,1970,155.88,23.29,31.42,39.57
25,1971,147.09,22.91,30.84,38.78
25,1972,147.03,22.08,30.19,38.32
25,1973,115.66,23.46,31.67,39.91
25,1974,162.56,24.02,31.89,39.75
25,1975,153.24,21.62,29.35,37.07
25,1976,111.5,25.33,33.25,41.19
25,1977,112.36,23.45,31.46,39.47
25,1978,94.02,23.58,31.3,39.03
25,1979,89.68,24.8,32.89,41.02
25,1980,115.21,25.27,33.19,41.13
25,1981,85.78,25.85,33.89,41.9
25,1982,111.59,21.82,29.9,37.97
25,1983,86.08,24.31,32.35,40.36
25,1984,107.02,23.22,31.35,39.48
25,1985,92.1,21.42,29.52,37.62
25,1986,101.67,24.94,33.11,41.24
25,1987,80.29,26.02,34.36,42.68
25,1988,87.43,25.43,33.82,42.21
25,1989,118.95,22.18,30.23,38.27
25,1990,136.09,22.88,31.09,39.32
25,1991,99.67,23.45,31.86,40.28
25,1992,86.3,25.04,33.25,41.46
25,1993,84.34,22.17,30.23,38.3
25,1994,100.24,24.37,32.74,41.1
25,1995,125.19,23.26,31.32,39.38
25,1996,122.63,21.17,29.52,37.87
25,1997,110.26,23.93,31.91,39.9
25,1998,92.35,25.83,33.98,42.12
25,1999,108.92,25.04,32.75,40.45
25,2000,83.74,24.27,32.15,40.03
25,2001,84.3,25.13,33.14,41.14
25,2002,112.69,23.48,31.32,39.15
25,2003,93.32,25.72,33.89,42.06
25,2004,98.25,25.67,33.53,41.39
25,2005,94.97,24.82,33.06,41.28
25,2006,108.45,25.98,34.4,42.81
25,2007,85.16,25.78,34.07,42.34
25,2008,100.56,23.75,32.07,40.36
25,2009,90.09,23.82,32.2,40.58
25,2010,93.55,25.33,33.28,41.23
25,2011,118.04,23.85,31.91,39.98
25,2012,135.59,25.97,34.06,42.1
25,2013,97.45,25.51,33.59,41.64
25,2014,110.44,25.1,33.11,41.12
25,2015,80.19,27.65,35.78,43.9
26,1966,112.21,24.45,32.62,40.81
26,1967,117.73,24.48,32.88,41.26
26,1968,115.2,23.39,31.53,39.67
26,1969,87.5,24.2,32.49,40.78
26,1970,131.33,23.42,31.78,40.13
26,1971,118.75,23.08,31.17,39.24
26,1972,115.26,22.13,30.38,38.6
26,1973,101.95,23.65,32.07,40.45
26,1974,142.09,24.26,32.27,40.28
26,1975,137.02,21.89,29.82,37.75
26,1976,93.38,25.48,33.47,41.48
26,1977,86.16,23.42,31.67,39.9
26,1978,83.39,23.64,31.61,39.63
26,1979,71.43,24.34,32.89,41.42
26,1980,94.3,25.02,33.19,41.34
26,1981,74.83,25.78,33.9,42.02
26,1982,87.52,21.83,30.01,38.21
26,1983,72.91,24.3,32.5,40.71
26,1984,84.67,23.55,31.73,39.92
26,1985,73.46,21.69,29.72,37.73
26,1986,91.26,25.17,33.25,41.35
26,1987,66.23,26.18,34.57,42.98
26,1988,71.96,25.52,34.06,42.57
26,1989,98.42,22.35,30.39,38.45
26,1990,116.65,23.07,31.28,39.48
26,1991,85.02,23.71,32.23,40.76
26,1992,72.76,24.98,33.49,42.04
26,1993,73.97,22.81,30.91,39.01
26,1994,85.02,24.42,32.98,41.56
26,1995,107.83,23.48,31.63,39.85
26,1996,106.12,21.27,29.73,38.18
26,1997,90.02,23.98,32.17,40.37
26,1998,84.77,25.63,34.15,42.65
26,1999,95.26,25.15,32.96,40.8
26,2000,69.13,24.18,32.26,40.33
26,2001,66.85,25.18,33.3,41.45
26,2002,95.85,23.52,31.62,39.7
26,2003,79.83,25.71,34.28,42.83
26,2004,83.21,26.03,34.03,42.04
26,2005,78.25,25.1,33.43,41.75
26,2006,93.73,26.28,34.77,43.28
26,2007,78.33,25.68,34.26,42.82
26,2008,78.55,23.72,32.46,41.19
26,2009,76.93,23.63,32.42,41.2
26,2010,81.73,25.28,33.54,41.79
26,2011,100.62,23.87,32.28,40.72
26,2012,117.55,26.12,34.44,42.78
26,2013,82.7,25.65,33.97,42.32
26,2014,90.92,25.18,33.4,41.62
26,2015,71.04,27.75,36.02,44.32
27,1966,106.45,25.23,34.11,42.99
27,1967,104.58,25.25,34.32,43.41
27,1968,109.6,24.73,33.45,42.15
27,1969,80.71,24.78,34.03,43.28
27,1970,127.08,24.55,33.5,42.44
27,1971,120.45,24.11,32.9,41.7
27,1972,122.57,23.67,32.45,41.24
27,1973,94.12,25.08,33.98,42.87
27,1974,134.54,25.75,34.25,42.77
27,1975,126.63,23.34,31.48,39.59
27,1976,89.9,26.82,35.32,43.87
27,1977,92.19,25.15,33.73,42.32
27,1978,77.94,24.97,33.28,41.6
27,1979,73.49,25.96,34.81,43.66
27,1980,95.06,26.34,35.08,43.82
27,1981,72.03,27.41,36.08,44.78
27,1982,92.82,22.98,31.87,40.77
27,1983,72.21,25.99,34.59,43.18
27,1984,88.25,24.65,33.51,42.35
27,1985,76.28,22.23,31.18,40.1
27,1986,84.99,26.05,34.88,43.72
27,1987,67.27,26.92,36.11,45.29
27,1988,72.29,26.49,35.74,45.02
27,1989,98.68,23.14,31.91,40.7
27,1990,112.08,24.02,32.99,41.97
